aeronave,modelo_sessao_codigo,modelo_sessao_nome,finalidade,ordem,manobra_codigo,manobra_nome,categoria,tipo_conteudo,aplicabilidade,referencia_pto,referencia_normativa
AW139,A139-NOT-02,Treinamento Noturno Offshore,NOTURNO,8,A139-OFF-09,Navegação Offshore e Combustível,VOO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
AW139,A139-NOT-02,Treinamento Noturno Offshore,NOTURNO,9,A139-OFF-14,Briefing de Aproximação ao Helideck,APR,BRIEFING,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
AW139,A139-NOT-02,Treinamento Noturno Offshore,NOTURNO,10,A139-OFF-02A,Aproximação offshore,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
AW139,A139-NOT-02,Treinamento Noturno Offshore,NOTURNO,11,A139-NOT-27,Pouso Noturno no Helideck — Referência de Iluminação,Aproximação e Pouso (APR),NAO_CONFIRMADO,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
AW139,A139-NOT-02,Treinamento Noturno Offshore,NOTURNO,12,A139-OFF-15,Pouso Normal no Helideck,APR,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
AW139,A139-NOT-02,Treinamento Noturno Offshore,NOTURNO,13,A139-NOT-28,Arremetida Noturna — Helideck,Aproximação e Pouso (APR),NAO_CONFIRMADO,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
AW139,A139-NOT-02,Treinamento Noturno Offshore,NOTURNO,14,A139-OFF-16,Gestão de Potência OEI — Limites e Monitoramento,EME,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
AW139,A139-NOT-02,Treinamento Noturno Offshore,NOTURNO,15,A139-OFF-17,OEI Antes do TDP — Decolagem Rejeitada,APR,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
AW139,A139-NOT-02,Treinamento Noturno Offshore,NOTURNO,16,A139-OFF-18,OEI Após o TDP — Fly-Away Monomotor,APR,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
AW139,A139-NOT-02,Treinamento Noturno Offshore,NOTURNO,17,A139-OFF-20,OEI Após o LDP — Pouso Comprometido,APR,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
AW139,A139-NOT-02,Treinamento Noturno Offshore,NOTURNO,18,A139-CRM-22,Comunicação Noturna — ATC e Rádio Plataforma,CRM,CRM,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md + docs/analysis/NOTECHS_MODELOS_MANOBRAS_MATRIX_20260702.csv (baseline anterior),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,1,CAU-HOT-65,Hot start,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,2,A139-VOO-03,Hover & taxi,VOO_BASICO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,3,A139-NRM-02,Decolagens & pousos,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,4,A139-OFF-01A,Navegação offshore,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,5,WAR-OUT-15,Engine failure,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,6,WAR-IDL-16,Engine stuck IDLE,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,7,CAU-CST-59,Compressor stall,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,8,CAU-OVS-64,Engine overspeed,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,9,WAR-LOW-29,Rotor RPM low,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,10,WAR-HIG-29,Rotor RPM high,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,11,WAR-FIR-21,Engine fire,SISTEMAS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,12,A139-VOO-17,Autorotação,VOO_BASICO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,13,WAR-CAB-23,Cabin/cockpit smoke,SISTEMAS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,14,CAU-MGP-105,MGB chip detected,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,15,WAR-MGB-30,MGB oil pressure,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,16,WAR-TMP-30,MGB oil temp high,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,17,CAU-DCG-53,Single DC GEN failure,ELETRICO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C1,Ciclo 1 / VFR-emergências,PERIODICO,18,WAR-GEN-11,Dual DC GEN failure,ELETRICO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,1,CAU-HOT-65,Hot start,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,2,A139-VOO-03,Hover & taxi,VOO_BASICO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,3,A139-VOO-01,Controle geral VFR,VOO_BASICO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,4,A139-NRM-02,Decolagens & pousos,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,5,WAR-OUT-15,Engine failure,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,6,WAR-SHT-19,Emergency engine shutdown,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,7,WAR-LOW-29,Rotor RPM low,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,8,WAR-HIG-29,Rotor RPM high,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,9,WAR-EEC-18,EEC failure,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,10,WAR-IDL-16,Engine stuck IDLE,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,11,WAR-FIR-21,Engine fire,SISTEMAS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,12,CAU-2FP-74,Double fuel pump failure,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,13,CAU-FLO-73,Fuel low,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,14,CAU-LIC-60,OEI limit timer,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,15,A139-OFF-02A,Aproximação offshore,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,16,WAR-MGB-30,MGB oil pressure,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,17,WAR-TMP-30,MGB oil temp high,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C2,Ciclo 2 / VFR-emergências,PERIODICO,18,CAU-DCG-53,Single DC GEN failure,ELETRICO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,1,A139-NRM-01,Procedimentos normais,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,2,A139-VOO-03,Hover & taxi,VOO_BASICO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,3,A139-NRM-02,Decolagens & pousos,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,4,A139-NRM-03,Circuito de tráfego,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,5,WAR-LOW-29,Rotor RPM low,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,6,WAR-HIG-29,Rotor RPM high,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,7,WAR-EEC-18,EEC failure,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,8,CAU-OVS-64,Engine overspeed,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,9,WAR-FIR-21,Engine fire,SISTEMAS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,10,A139-VOO-17,Autorotação,VOO_BASICO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,11,WAR-BAT-14,Main battery overheat,ELETRICO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,12,WAR-AUX-14,Aux battery overheat,ELETRICO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,13,WAR-STA-X1,Static port obstruction,AVIONICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,14,WAR-TDR-X1,Tail rotor drive failure,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,15,WAR-TCS-X1,Tail rotor control failure,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,16,WAR-MRC-X1,Main rotor binding,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,17,WAR-TRC-X1,Tail rotor binding,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-01/04-C3,Ciclo 3 / VFR-emergências,PERIODICO,18,CAU-MGP-105,MGB chip detected,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,1,A139-NRM-01,Procedimentos normais,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,2,A139-VOO-02,Controle geral IFR,VOO_BASICO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,3,A139-NAV-02,Uso AP & automação,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,4,A139-NAV-01,Navegação FMS & convencional,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,5,A139-NAV-04,SID & STAR,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,6,CAU-APF-37,AP failure,AFCS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,7,CAU-AFD-41,AFCS degraded,AFCS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,8,CAU-AHR-47,AHRS failure,AVIONICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,9,CAU-FMS-51,FMS failure,AVIONICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,10,CAU-GPS-52,GPS failure,AVIONICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,11,CAU-DCB-56,DC bus failure,ELETRICO,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,12,WAR-BAG-23,Baggage fire,SISTEMAS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,13,CAU-HYP-77,Hydraulic pressure low,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,14,CAU-SRV-80,Servo bypass,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,15,A139-NAV-03,Holding pattern,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,16,A139-APP-02,Non-precision approach,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,17,A139-APP-01,Precision approach,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C1,Ciclo 1 / IFR-emergências,PERIODICO,18,A139-APP-03,Missed approach,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,1,A139-NRM-01,Procedimentos normais,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,2,A139-VOO-02,Controle geral IFR,VOO_BASICO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,3,A139-NAV-02,Uso AP & automação,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,4,CAU-APO-38,AP OFF,AFCS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,5,CAU-SAS-41,SAS degraded,AFCS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,6,A139-VOO-04,Recuperação atitudes anormais,VOO_BASICO,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,7,CAU-AHR-47,AHRS failure,AVIONICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,8,CAU-FMS-51,FMS failure,AVIONICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,9,WAR-CAB-23,Cabin/cockpit smoke,SISTEMAS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,10,A139-NAV-01,Navegação FMS & convencional,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,11,A139-NAV-04,SID & STAR,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,12,A139-NAV-03,Holding pattern,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,13,WAR-OUT-15,Engine failure,POWERPLANT,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,14,CAU-HYP-77,Hydraulic pressure low,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,15,WAR-GER-27,Landing gear emergency,SISTEMAS_MECANICOS,EMERGENCIA,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
AW139,A139-P-02/04-C2,Ciclo 2 / IFR-emergências,PERIODICO,16,A139-APP-02,Non-precision approach,PROCEDIMENTOS,PROCEDIMENTO_NORMAL,AW139,docs/vendor/pto/relacao_manobras_pto_rev10_ocr.md:pages=109-111 (codigos de modelo antigos),
