codigo,nome,tipo,tipo_compatibilidade,codigo_icao,latitude_dms,longitude_dms,latitude_decimal,longitude_decimal,elevacao_ft,declinacao_magnetica_graus,declinacao_magnetica_direcao,coordenada_valida,permite_origem_destino,revisao_pendente,classificacao_origem,fonte_pagina
COT1,p77,waypoint,,,24º41'07''S,042º29'09''W,-24.685277777777777,-42.48583333333333,0,23,W,1,0,0,INFERIDA_DESCRICAO,3
CS011,PONTO DE NOTIFICAÇÃO,waypoint,,,23º49'40''S,042º38'00''W,-23.82777777777778,-42.63333333333333,,22,W,1,0,1,INFERIDA_DESCRICAO,3
CS013,PONTO DE NOTIFICAÇÃO,waypoint,,,23º56'24''S,042º42'00''W,-23.94,-42.7,,22,W,1,0,1,INFERIDA_DESCRICAO,3
CS014,PONTO DE NOTIFICAÇÃO,waypoint,,,23º55'55''S,042º33'04''W,-23.931944444444447,-42.551111111111105,,22,W,1,0,1,INFERIDA_DESCRICAO,3
CS016,PONTO DE NOTIFICAÇÃO,waypoint,,,24º05'35''S,042º48'49''W,-24.093055555555555,-42.81361111111111,,22,W,1,0,1,INFERIDA_DESCRICAO,3
CS017,PONTO DE NOTIFICAÇÃO,waypoint,,,24º04'14''S,042º37'03''W,-24.070555555555554,-42.6175,,22,W,1,0,1,INFERIDA_DESCRICAO,3
CS018,PONTO DE NOTIFICAÇÃO,waypoint,,,24º03'00''S,042º25'47''W,-24.05,-42.42972222222222,,22,W,1,0,1,INFERIDA_DESCRICAO,3
CS021,PONTO DE NOTIFICAÇÃO,waypoint,,,24º16'49''S,042º55'36''W,-24.280277777777776,-42.92666666666666,,22,W,1,0,1,INFERIDA_DESCRICAO,4
CS026,PONTO DE NOTIFICAÇÃO,waypoint,,,24º13'29''S,042º10'45''W,-24.22472222222222,-42.17916666666667,,22,W,1,0,1,INFERIDA_DESCRICAO,4
CS029,PONTO DE NOTIFICAÇÃO,waypoint,,,24º31'48''S,043º03'00''W,-24.529999999999998,-43.05,,22,W,1,0,1,INFERIDA_DESCRICAO,4
CS031,PONTO DE NOTIFICAÇÃO,waypoint,,,24º32'56''S,042º53'00''W,-24.54888888888889,-42.88333333333333,,22,W,1,0,1,INFERIDA_DESCRICAO,4
CS032,PONTO DE NOTIFICAÇÃO,waypoint,,,24º36'00''S,042º48'28''W,-24.6,-42.80777777777777,,22,W,1,0,1,INFERIDA_DESCRICAO,4
CUTTER,NORMAND CUTTER - - CANAL MARÍTIMO 06 ou 16.,plataforma,plataforma,9PNU,21º38'00''S,039º52'54''W,-21.633333333333333,-39.88166666666667,0,23,W,1,1,0,INFERIDA_DESCRICAO,4
CVIT,NAVIO / FPSO CIDADE DE VITÓRIA,plataforma,plataforma,9PCV,20º02'58''S,039º31'55''W,-20.049444444444447,-39.53194444444444,123,24,W,1,1,0,INFERIDA_DESCRICAO,4
DANRA,AEROVIA DE CHEGADA KZ 153-009,waypoint,,,23º00'24''S,041º35'53''W,-23.006666666666668,-41.59805555555556,0,23,W,1,0,0,INFERIDA_DESCRICAO,4
DASW,DAN SWIFT,plataforma,plataforma,9PDW,22º29'45''S,039º56'10''W,-22.495833333333334,-39.93611111111111,0,22,W,1,1,0,INFERIDA_DESCRICAO,4
DEBL,NAVIO / Deep Blue,plataforma,plataforma,9PDB,24º41'11''S,042º22'08''W,-24.68638888888889,-42.36888888888889,0,24,W,1,1,0,INFERIDA_DESCRICAO,4
DECO,NAVIO / Deep Constructor,plataforma,plataforma,9PCU,26º26'00''S,046º33'00''W,-26.433333333333334,-46.55,72,20,W,1,1,0,INFERIDA_DESCRICAO,4
DEEPC,"NAVIO / Deep Constructor, BC",embarcacao,plataforma,,00º00'00''S,000º00'00''W,0,0,0,5,W,0,0,1,INFERIDA_DESCRICAO,4
DEND,NAVIO / Deep Endeavour,plataforma,plataforma,9PGW,00º00'00''S,000º00'00''W,0,0,63,23,W,0,0,1,INFERIDA_DESCRICAO,4
DIAMO,NAVIO / WESTERN DIAMOND,plataforma,plataforma,9PGD,22º10'00''S,039º59'00''W,-22.166666666666668,-39.983333333333334,0,24,W,1,1,0,INFERIDA_DESCRICAO,4
DIBIL,PONTO DE NOTIFICAÇÃO - ENTRADA,waypoint,,,23º22'54''S,043º12'54''W,-23.381666666666668,-43.215,,23,W,1,0,1,INFERIDA_DESCRICAO,4
DMAX,NAVIO / STENA DRILLMAX,plataforma,plataforma,9PDR,23º23'00''S,040º06'00''W,-23.383333333333333,-40.1,0,24,W,1,1,0,INFERIDA_DESCRICAO,4
DOKRA,PONTO DE NOTIFICAÇÃO - ENTRADA,waypoint,,,23º21'47''S,042º05'54''W,-23.363055555555558,-42.098333333333336,,23,W,1,0,1,INFERIDA_DESCRICAO,4
DORLU,DORLU,waypoint,,,23º20'49''S,045º18'56''W,-23.346944444444443,-45.315555555555555,,22,W,1,0,1,INFERIDA_DESCRICAO,4
DS17,VALARIS,embarcacao,plataforma,,25º25'53''S,043º59'15''W,-25.43138888888889,-43.987500000000004,0,22,W,1,1,0,INFERIDA_DESCRICAO,4
DS8,DS8,waypoint,,,23º03'00''S,041º04'00''W,-23.05,-41.06666666666667,0,22,W,1,0,0,INFERIDA_DESCRICAO,4
DSV1,MOREIA - TIRO,waypoint,,,24º20'00''S,043º10'00''W,-24.333333333333332,-43.166666666666664,,22,W,1,0,1,INFERIDA_DESCRICAO,4
DSV2,MOREIA - TIRO,waypoint,,,23º45'00''S,043º10'00''W,-23.75,-43.166666666666664,,22,W,1,0,1,INFERIDA_DESCRICAO,4
DSV3,DESVIO MAG 001 A 199,waypoint,,,24º17'18''S,042º30'36''W,-24.288333333333334,-42.51,,22,W,1,0,1,INFERIDA_DESCRICAO,4
DSVD,NAVIO / Acergy Discovery,plataforma,plataforma,9PAD,23º40'35''S,040º12'41''W,-23.67638888888889,-40.21138888888889,0,23,W,1,1,0,INFERIDA_DESCRICAO,4
DYNA,NAVIO / DYNAMIC PRODUCER - BS 21XX3528-9992,plataforma,plataforma,9PBQ,22º50'59''S,040º57'31''W,-22.849722222222223,-40.95861111111111,129,23,W,1,1,0,INFERIDA_DESCRICAO,4
EDRIB,PONTO DE NOTIFICAÇÃO,waypoint,,,21º26'58''S,040º14'43''W,-21.449444444444445,-40.24527777777778,,23,W,1,0,1,INFERIDA_DESCRICAO,4
EGBOB,"MACAÉ / Fixo compulsório, RJ",waypoint,,,21º59'35''S,040º33'04''W,-21.993055555555557,-40.551111111111105,,24,W,1,0,1,INFERIDA_DESCRICAO,4
EGDUT,FIXO EGDUT,waypoint,,,22º46'27''S,043º33'34''W,-22.774166666666666,-43.559444444444445,,22,W,1,0,1,INFERIDA_DESCRICAO,4
EGUDI,PONTO DE NOTIFICAÇÃO - SAÍDA,waypoint,,,23º22'52''S,043º03'35''W,-23.38111111111111,-43.05972222222222,,23,W,1,0,1,INFERIDA_DESCRICAO,4
EKURI,PONTO DE NOTIFICAÇÃO - ENTRADA,waypoint,,,23º30'02''S,042º26'26''W,-23.500555555555554,-42.440555555555555,,23,W,1,0,1,INFERIDA_DESCRICAO,4
ENVIX,PONTO DE NOTIFICAÇÃO,waypoint,,,21º31'59''S,040º32'00''W,-21.533055555555556,-40.53333333333333,,23,W,1,0,1,INFERIDA_DESCRICAO,4
EPGIP,FIXO STAR,waypoint,,,22º52'16''S,043º58'37''W,-22.871111111111112,-43.97694444444445,,22,W,1,0,1,INFERIDA_DESCRICAO,4
ERPM,ERP ANAMA,base,,,03º24'12''S,061º31'48''W,-3.4033333333333333,-61.53,0,22,W,1,0,0,INFERIDA_DESCRICAO,4
ERPN,ERP ANORI,base,,,03º31'56''S,061º47'58''W,-3.5322222222222224,-61.79944444444444,0,22,W,1,0,0,INFERIDA_DESCRICAO,4
ESGED,"MACAÉ / Fixo compulsório, RJ",waypoint,,,22º35'17''S,040º42'10''W,-22.588055555555556,-40.70277777777778,,23,W,1,0,1,INFERIDA_DESCRICAO,4
ESPF,"NAVIO / FPSO Espadarte, BC",plataforma,plataforma,9PEP,23º59'00''S,046º17'00''W,-23.983333333333334,-46.28333333333333,0,23,W,1,1,0,INFERIDA_DESCRICAO,4
EURUS,SAFE EURUS,plataforma,plataforma,9PUR,24º17'00''S,043º01'00''W,-24.283333333333335,-43.016666666666666,143,23,W,1,1,0,INFERIDA_DESCRICAO,4
EVLAS,PONTO DE NOTIFICAÇÃO,waypoint,,,21º38'59''S,040º32'00''W,-21.649722222222223,-40.53333333333333,,23,W,1,0,1,INFERIDA_DESCRICAO,4
EVLUK,"MACAÉ / Fixo compulsório, RJ",waypoint,,,22º22'44''S,040º34'57''W,-22.378888888888888,-40.5825,,23,W,1,0,1,INFERIDA_DESCRICAO,4
EVTUS,AEROVIA DE SAÍDA KZ 152-174,waypoint,,,23º06'59''S,041º18'59''W,-23.116388888888892,-41.31638888888889,0,23,W,1,0,0,INFERIDA_DESCRICAO,4
EXPLOR,PLATAFORMA / SEAN EXPLORER,plataforma,plataforma,,00º00'00''S,000º00'00''W,0,0,0,22,W,0,0,1,INFERIDA_DESCRICAO,4
FAN,FANTE,waypoint,,,23º02'23''S,043º00'20''W,-23.039722222222224,-43.00555555555555,,23,W,1,0,1,INFERIDA_DESCRICAO,4
FASA,NAVIO / Far Saga - BS 22XX2792-4696,plataforma,plataforma,9PIA,25º12'03''S,042º52'05''W,-25.200833333333332,-42.86805555555556,83,23,W,1,1,0,INFERIDA_DESCRICAO,4
FCDA,NAVIO / Cidade de Anchieta,plataforma,plataforma,9PGI,21º20'37''S,040º03'48''W,-21.34361111111111,-40.06333333333333,0,24,W,1,1,0,INFERIDA_DESCRICAO,4
FCSV,NAVIO / Cidade de São Vicente,plataforma,plataforma,9PVC,24º50'14''S,042º43'45''W,-24.83722222222222,-42.72916666666667,83,22,W,1,1,0,INFERIDA_DESCRICAO,4
FDS 2,SAIPEM FDS 2,plataforma,plataforma,9PGT,25º19'30''S,042º42'21''W,-25.325,-42.70583333333334,0,22,W,1,1,0,INFERIDA_DESCRICAO,4
FLOT,"PLATAFORMA / FLOTEL Etesco Millennium, BC",plataforma,plataforma,,22º26'08''S,040º29'01''W,-22.435555555555556,-40.48361111111111,0,23,W,1,1,0,INFERIDA_DESCRICAO,4
FPAB,FPSO ALMIRANTE BARROSO,plataforma,plataforma,9PMB,24º35'48''S,042º34'05''W,-24.596666666666664,-42.56805555555556,0,22,W,1,1,0,INFERIDA_DESCRICAO,4
FPAG,ANITA GARIBALDI,plataforma,plataforma,9PLG,22º23'41''S,040º06'29''W,-22.39472222222222,-40.10805555555556,0,22,W,1,1,0,INFERIDA_DESCRICAO,4
FPAN,FPSO ANNA NERY,plataforma,plataforma,9PNN,22º27'59''S,040º03'42''W,-22.46638888888889,-40.06166666666666,0,23,W,1,1,0,INFERIDA_DESCRICAO,4
FPAR,"NAVIO / CIDADE DE ANGRA DOS REIS, BS - 022XX2105-9510",plataforma,plataforma,9PBE,25º32'40''S,042º50'40''W,-25.544444444444448,-42.84444444444445,152,22,W,1,1,0,INFERIDA_DESCRICAO,4
FPBR,"NAVIO / FPSO Brasil, BC",plataforma,plataforma,9PBR,21º55'59''S,039º49'05''W,-21.93305555555556,-39.81805555555556,0,24,W,1,1,0,INFERIDA_DESCRICAO,4
FPCA,"NAVIO / CIDADE CARAGUATATUBA, BS - 22XX2105-9223",plataforma,plataforma,9PJT,25º31'04''S,043º27'59''W,-25.517777777777777,-43.46638888888889,105,22,W,1,1,0,INFERIDA_DESCRICAO,4
FPCG,FPSO MV 29 CIDADE DE CAMPOS DOS GOYTACAZES,plataforma,plataforma,9PQZ,22º57'12''S,040º43'51''W,-22.953333333333333,-40.73083333333334,100,23,W,1,1,0,INFERIDA_DESCRICAO,4
FPCI,NAVIO / FPSO Cidadae de Itajaí - 047XX3390-1580,plataforma,plataforma,9PGK,26º24'58''S,046º28'55''W,-26.41611111111111,-46.481944444444444,113,22,W,1,1,0,INFERIDA_DESCRICAO,4
FPCP,CIDADE DE CAMPOS,waypoint,,,23º05'00''S,044º16'35''W,-23.083333333333332,-44.27638888888889,0,22,W,1,0,0,INFERIDA_DESCRICAO,5
FPCR,FPSO CARIOCA,plataforma,plataforma,9PKC,25º13'55''S,042º34'18''W,-25.231944444444444,-42.57166666666667,0,22,W,1,1,0,INFERIDA_DESCRICAO,5
FPCS,"NAVIO / Cidade de Santos, BS - - 22XX21054510",plataforma,plataforma,9PAA,24º18'00''S,042º42'42''W,-24.3,-42.711666666666666,150,23,W,1,1,0,INFERIDA_DESCRICAO,5
FPDC,FPSO MARECHAL DUQUE DE CAXIAS,plataforma,plataforma,9PMC,24º41'08''S,042º17'38''W,-24.685555555555556,-42.29388888888889,0,23,W,1,1,0,INFERIDA_DESCRICAO,5
FPES,FSO ESPIRITO SANTO,embarcacao,plataforma,,21º12'27''S,039º44'04''W,-21.2075,-39.73444444444444,0,23,W,1,1,0,INFERIDA_DESCRICAO,5
FPFL,"NAVIO / FPSO Fluminense, BC",plataforma,plataforma,9PFL,22º38'09''S,040º25'59''W,-22.635833333333334,-40.433055555555555,83,23,W,1,1,0,INFERIDA_DESCRICAO,5
FPGU,FPSO GUANABARA,plataforma,plataforma,9POG,24º34'58''S,042º15'21''W,-24.58277777777778,-42.255833333333335,0,22,W,1,1,0,INFERIDA_DESCRICAO,5
FPIB,FPSO CIDADE DE ILHABELA,plataforma,plataforma,9PIT,25º40'31''S,043º12'36''W,-25.67527777777778,-43.21,163,22,W,1,1,0,INFERIDA_DESCRICAO,5
FPIT,"NAVIO / FPSO Cidade de Itaguaí, BS - 22XX2105-9128",plataforma,plataforma,9PJN,25º08'39''S,042º56'59''W,-25.144166666666667,-42.94972222222222,94,23,W,1,1,0,INFERIDA_DESCRICAO,5
FPMA,"NAVIO / CIDADE DE MANGARATIBA, BS - 022XX2105-3200",plataforma,plataforma,9PIV,25º12'10''S,042º52'43''W,-25.202777777777776,-42.87861111111111,82,22,W,1,1,0,INFERIDA_DESCRICAO,5
FPMQ,FPSO MARIA QUITERIA,plataforma,plataforma,9PKN,21º16'14''S,039º59'59''W,-21.270555555555553,-39.999722222222225,72,22,W,1,1,0,INFERIDA_DESCRICAO,5
FPMR,"FPSO NAVIO CIDADE DE MARICÁ, BS  21XX2006-0770",plataforma,plataforma,9PJR,25º26'52''S,042º45'11''W,-25.447777777777777,-42.753055555555555,111,22,W,1,1,0,INFERIDA_DESCRICAO,5
FPMS,"NAVIO / Marlim Sul, BC",plataforma,plataforma,9PMS,22º32'23''S,040º01'19''W,-22.539722222222224,-40.02194444444444,107,24,W,1,1,0,INFERIDA_DESCRICAO,5
FPNT,"NAVIO / FPSO Cidade de Niterói, BC - 22XX2792-0430",plataforma,plataforma,9PCN,22º29'08''S,039º56'02''W,-22.485555555555557,-39.93388888888889,113,24,W,1,1,0,INFERIDA_DESCRICAO,5
FPPA,"NAVIO / FPSO CIDADE DE PARATY, BS - 21XX2006-0750",plataforma,plataforma,9PHF,25º23'35''S,042º45'39''W,-25.393055555555556,-42.76083333333333,61,22,W,1,1,0,INFERIDA_DESCRICAO,5
FPPL,FPSO PIONEIRO DE LIBRA - FPPL,plataforma,plataforma,9PLI,24º32'24''S,042º07'54''W,-24.540000000000003,-42.13166666666667,93,22,W,1,1,0,INFERIDA_DESCRICAO,5
FPPV,"NAVIO / FPSO POLVO, BS - 21XX37213927",plataforma,plataforma,9PGM,23º04'50''S,041º00'45''W,-23.080555555555556,-41.0125,93,23,W,1,1,0,INFERIDA_DESCRICAO,5
FPRJ,"NAVIO / FPSO Cidade do Rio de Janeiro, BC - 22XX2792-0400",plataforma,plataforma,9PCI,22º51'26''S,040º21'37''W,-22.857222222222223,-40.36027777777778,67,23,W,1,1,0,INFERIDA_DESCRICAO,5
FPRO,NAVIO / FPSO Rio das Ostras - 22XX2792-0410,plataforma,plataforma,9PRO,22º54'45''S,040º40'58''W,-22.912499999999998,-40.68277777777777,104,23,W,1,1,0,INFERIDA_DESCRICAO,5
FPSA,FPSO CIDADE DE SAQUAREMA,plataforma,plataforma,9PSB,25º29'25''S,042º46'51''W,-25.490277777777777,-42.780833333333334,147,22,W,1,1,0,INFERIDA_DESCRICAO,5
FPSE,FPSO SEPETIBA,plataforma,plataforma,9PYS,24º37'42''S,042º15'51''W,-24.628333333333334,-42.26416666666667,55,22,W,1,1,0,INFERIDA_DESCRICAO,5
FPSI,FPSO CIDADE DE ITAJAI,plataforma,plataforma,9PGK,26º27'00''S,046º31'00''W,-26.45,-46.516666666666666,113,22,W,1,1,0,INFERIDA_DESCRICAO,5
FPSO,FPSO PEREGRINO,plataforma,plataforma,9PCD,23º19'08''S,041º15'30''W,-23.31888888888889,-41.25833333333333,0,23,W,1,1,0,INFERIDA_DESCRICAO,5
FPSP,"NAVIO / FPSO CIDADE DE SÃO PAULO, BS - 22XX2105-4700",plataforma,plataforma,9PGR,25º47'30''S,043º15'15''W,-25.791666666666668,-43.25416666666667,87,22,W,1,1,0,INFERIDA_DESCRICAO,5
FRADE,FPSO FRADE,plataforma,plataforma,9PFD,21º53'10''S,039º51'28''W,-21.88611111111111,-39.85777777777778,123,24,W,1,1,0,INFERIDA_DESCRICAO,5
FSAM,NAVIO / FAR SAMSON,plataforma,plataforma,9PGZ,25º41'59''S,043º12'59''W,-25.699722222222224,-43.21638888888889,64,22,W,1,1,0,INFERIDA_DESCRICAO,5
FSME,NAVIO / FSO Cidade de Macaé,plataforma,plataforma,9PCC,22º09'38''S,040º08'52''W,-22.160555555555554,-40.147777777777776,72,23,W,1,1,0,INFERIDA_DESCRICAO,5
FSPG,FSO PARGO,plataforma,plataforma,9PNX,22º13'53''S,040º20'08''W,-22.231388888888887,-40.33555555555556,118,23,W,1,1,0,INFERIDA_DESCRICAO,5
GELUT,GELUT,waypoint,,,22º56'54''S,043º30'34''W,-22.948333333333334,-43.50944444444445,,22,W,1,0,1,INFERIDA_DESCRICAO,5
GEOH,NAVIO / Geoholm,plataforma,plataforma,9PGH,25º40'50''S,043º12'00''W,-25.680555555555557,-43.2,63,23,W,1,1,0,INFERIDA_DESCRICAO,5
GIGDU,PONTO DE NOTIFICAÇÃO KZ184,waypoint,,,21º45'51''S,040º32'43''W,-21.764166666666668,-40.54527777777778,,23,W,1,0,1,INFERIDA_DESCRICAO,5
GOLD,sobrevoo,waypoint,,,22º56'28''S,042º40'21''W,-22.941111111111113,-42.6725,0,22,W,1,0,0,INFERIDA_DESCRICAO,5
HBR,NAVIO HOS BRASS RING,plataforma,plataforma,9PRG,22º14'00''S,040º21'00''W,-22.233333333333334,-40.35,0,22,W,1,1,0,INFERIDA_DESCRICAO,5
HDD R,HDD REVISSEMAR SOBREVOO,waypoint,,,22º51'33''S,042º49'08''W,-22.859166666666667,-42.81888888888889,0,22,W,1,0,0,INFERIDA_DESCRICAO,5
ICA,ICARAI,waypoint,,,22º54'29''S,043º06'46''W,-22.908055555555553,-43.11277777777778,0,23,W,1,0,0,INFERIDA_DESCRICAO,5
ILH,ILHA,waypoint,,,23º03'50''S,043º08'45''W,-23.06388888888889,-43.145833333333336,0,23,W,1,0,0,INFERIDA_DESCRICAO,5
ILHA,ILHA DE SANTANA,waypoint,,,22º25'02''S,041º40'35''W,-22.41722222222222,-41.67638888888889,0,23,W,1,0,0,INFERIDA_DESCRICAO,5
INTER,FAZENDA INTERATIVA MACAÉ,waypoint,,,22º33'00''S,041º46'20''W,-22.55,-41.77222222222222,0,24,W,1,0,0,INFERIDA_DESCRICAO,5
IRASA,ILHA RASA,waypoint,,,23º03'49''S,043º08'45''W,-23.06361111111111,-43.145833333333336,0,22,W,1,0,0,INFERIDA_DESCRICAO,5
IROQ,NAVIO / Iroquois,plataforma,plataforma,9PIR,23º39'00''S,045º23'00''W,-23.65,-45.38333333333333,30,22,W,1,1,0,INFERIDA_DESCRICAO,5
ISEMO,PONTO DE NOTIFICAÇÃO - SAÍDA,waypoint,,,24º20'00''S,042º10'00''W,-24.333333333333332,-42.166666666666664,,23,W,1,0,1,INFERIDA_DESCRICAO,5
ITA,ITAIPU,waypoint,,,23º00'06''S,043º03'37''W,-23.001666666666665,-43.06027777777778,0,23,W,1,0,0,INFERIDA_DESCRICAO,5
ITEKI,PONTO DE NOTIFICAÇÃO - ENTRADA,waypoint,,,25º00'00''S,042º40'00''W,-25,-42.666666666666664,,23,W,1,0,1,INFERIDA_DESCRICAO,5
JAC,JACONE,waypoint,,,22º59'06''S,042º38'32''W,-22.985,-42.64222222222222,0,23,W,1,0,0,INFERIDA_DESCRICAO,5
JACO,sobrevoo scraper jaconé,waypoint,,,22º56'13''S,042º40'00''W,-22.936944444444446,-42.666666666666664,0,22,W,1,0,0,INFERIDA_DESCRICAO,5
JN28,NAVIO / Jascon,plataforma,plataforma,9PJS,00º00'00''S,000º00'00''W,0,0,87,23,W,0,0,1,INFERIDA_DESCRICAO,5
JOAM,JOAMA SOBREVOO,waypoint,,,22º53'00''S,042º47'22''W,-22.883333333333333,-42.78944444444444,0,22,W,1,0,0,INFERIDA_DESCRICAO,5
JPA1,"FIXO, Portão JPA1, bs",waypoint,,,23º02'42''S,043º22'06''W,-23.045,-43.36833333333333,,23,W,1,0,1,INFERIDA_DESCRICAO,5
JPA2,"FIXO, Portão JPA2, BS",waypoint,,,23º02'09''S,043º19'19''W,-23.035833333333336,-43.32194444444445,,23,W,1,0,1,INFERIDA_DESCRICAO,5
KADUS,PONTO DE NOTIFICAÇÃO - SAÍDA,waypoint,,,24º20'00''S,042º20'00''W,-24.333333333333332,-42.333333333333336,,23,W,1,0,1,INFERIDA_DESCRICAO,5
KAKOB,PONTO DE NOTIFICAÇÃO,waypoint,,,21º52'59''S,040º32'00''W,-21.883055555555558,-40.53333333333333,0,23,W,1,0,0,INFERIDA_DESCRICAO,5
KEAN,NAVIO / Kelly Ann,plataforma,plataforma,9PGV,00º00'00''S,000º00'00''W,0,0,63,23,W,0,0,1,INFERIDA_DESCRICAO,5
KMAKER,KING MAKER (ATLANTIC ZEPHYR),plataforma,plataforma,9PAZ,23º08'07''S,041º05'24''W,-23.135277777777777,-41.09,0,23,W,1,1,0,INFERIDA_DESCRICAO,5
KMD3,"NAVIO / Kommandor 3000, BC - 21XX3370-6280",plataforma,plataforma,9PKO,22º32'08''S,040º00'55''W,-22.535555555555558,-40.015277777777776,50,24,W,1,1,0,INFERIDA_DESCRICAO,5
KONDA,PONTO DE NOTIFICAÇÃO,waypoint,,,20º54'00''S,040º06'00''W,-20.9,-40.1,0,22,W,1,0,0,INFERIDA_DESCRICAO,6
LAGO,BASE LAGO,base,,,06º21'28''S,050º26'26''W,-6.357777777777778,-50.440555555555555,0,20,W,1,0,0,INFERIDA_DESCRICAO,6
LAGOS,LAGOS,waypoint,,,22º48'21''S,042º21'16''W,-22.805833333333332,-42.35444444444445,0,23,W,1,0,0,INFERIDA_DESCRICAO,6
LARA,LARANJA,waypoint,,,23º22'25''S,044º39'01''W,-23.37361111111111,-44.650277777777774,0,22,W,1,0,0,INFERIDA_DESCRICAO,6
LITOV,PONTO DE NOTIFICAÇÃO,waypoint,,,21º41'59''S,040º32'59''W,-21.699722222222224,-40.54972222222222,0,22,W,1,0,0,INFERIDA_DESCRICAO,6
LOCH,"NAVIO / Lochnagar, BC",embarcacao,plataforma,,22º13'00''S,040º15'00''W,-22.216666666666665,-40.25,,24,W,1,1,1,INFERIDA_DESCRICAO,6
LORE,LORELAY NAVIO SISMICO  BS 21XX 2166-5576,plataforma,plataforma,9PJI,25º06'14''S,043º07'18''W,-25.10388888888889,-43.12166666666667,0,22,W,1,1,0,INFERIDA_DESCRICAO,6
M057,navio,embarcacao,plataforma,,05º22'30''N,050º22'31''W,5.375,-50.375277777777775,0,16,W,1,1,0,INFERIDA_DESCRICAO,6
M086,NAVIO,embarcacao,plataforma,,05º07'30''N,050º22'30''W,5.125,-50.375,0,16,W,1,1,0,INFERIDA_DESCRICAO,6
M088,NAVIO,embarcacao,plataforma,,05º07'30''N,050º07'30''W,5.125,-50.125,0,16,W,1,1,0,INFERIDA_DESCRICAO,6
M125,NAVIO,embarcacao,plataforma,,04º52'30''N,050º07'30''W,4.875000000000001,-50.125,0,16,W,1,1,0,INFERIDA_DESCRICAO,6
M127,NAVIO,embarcacao,plataforma,,04º52'30''N,049º50'30''W,4.875000000000001,-49.84166666666667,0,16,W,1,1,0,INFERIDA_DESCRICAO,6
MAKIT,"MACAÉ / Fixo compulsório, RJ",waypoint,,,22º07'13''S,040º33'11''W,-22.12027777777778,-40.55305555555555,,24,W,1,0,1,INFERIDA_DESCRICAO,6
MALDI,"fixo ,maldi",waypoint,,,22º36'24''S,041º01'24''W,-22.60666666666667,-41.02333333333333,,23,W,1,0,1,INFERIDA_DESCRICAO,6
MARA,MARA,waypoint,,,23º11'59''S,043º52'11''W,-23.199722222222224,-43.86972222222222,,22,W,1,0,1,INFERIDA_DESCRICAO,6
MASPI,"Fixo Compulsorio, Maspi",waypoint,,,22º41'01''S,040º48'59''W,-22.683611111111112,-40.81638888888889,,23,W,1,0,1,INFERIDA_DESCRICAO,6
MEBDA,"MACAÉ / Fixo compulsório, RJ",waypoint,,,22º29'23''S,040º37'42''W,-22.489722222222223,-40.62833333333333,,23,W,1,0,1,INFERIDA_DESCRICAO,6
MEDI,"MACAÉ / Fixo compulsório, RJ",waypoint,,,22º29'39''S,040º37'29''W,-22.49416666666667,-40.624722222222225,,23,W,1,0,1,INFERIDA_DESCRICAO,6
MENA,"MACAÉ / Fixo compulsório, RJ",waypoint,,,22º04'10''S,040º32'23''W,-22.069444444444443,-40.53972222222222,,24,W,1,0,1,INFERIDA_DESCRICAO,6
MF1,MF1,waypoint,,,24º14'10''S,043º17'56''W,-24.23611111111111,-43.29888888888889,0,22,W,1,0,0,INFERIDA_DESCRICAO,6
MF2,MF2,waypoint,,,22º31'10''S,042º06'49''W,-22.519444444444442,-42.11361111111111,0,22,W,1,0,0,INFERIDA_DESCRICAO,6
MIA,VOR (MARICA) ponto fixo,waypoint,,,22º58'03''S,042º53'46''W,-22.967499999999998,-42.89611111111111,0,22,W,1,0,0,INFERIDA_DESCRICAO,6
MINOD,"MACAÉ / FIXO COMPULSÓRIO, RJ",waypoint,,,22º14'34''S,040º34'11''W,-22.24277777777778,-40.569722222222225,,23,W,1,0,1,INFERIDA_DESCRICAO,6
MODEC,MODEC,waypoint,,,23º05'34''S,044º16'32''W,-23.092777777777776,-44.275555555555556,0,22,W,1,0,0,INFERIDA_DESCRICAO,6
MOLDA,"MACAÉ / Fixo compulsório, RJ",waypoint,,,22º43'52''S,040º54'37''W,-22.731111111111108,-40.91027777777778,,23,W,1,0,1,INFERIDA_DESCRICAO,6
MOLKI,"MACAÉ / Fixo compulsório, RJ",waypoint,,,22º22'05''S,040º59'33''W,-22.368055555555557,-40.9925,,23,W,1,0,1,INFERIDA_DESCRICAO,6
MONGU,PONTOS DE NOTIFICAÇÃO,waypoint,,,22º10'59''S,040º51'59''W,-22.18305555555556,-40.86638888888889,0,23,W,1,0,0,INFERIDA_DESCRICAO,6
MORRO,MORRO,waypoint,,,22º31'25''S,042º04'55''W,-22.52361111111111,-42.081944444444446,,23,W,1,0,1,INFERIDA_DESCRICAO,6
MYLOS,"NAVIO / OCEAN RIG MYLOS, BC",embarcacao,plataforma,,23º22'00''S,040º04'00''W,-23.366666666666667,-40.06666666666667,0,24,W,1,1,0,INFERIDA_DESCRICAO,6
NAVICA,SEVEN NAVICA CANAL 16,plataforma,plataforma,9PNK,22º38'56''S,040º25'43''W,-22.648888888888887,-40.42861111111111,0,22,W,1,1,0,INFERIDA_DESCRICAO,6
NMERM,NAVIO / Normand Mermeid,plataforma,plataforma,9PNE,21º53'00''S,039º49'00''W,-21.883333333333333,-39.81666666666667,0,24,W,1,1,0,INFERIDA_DESCRICAO,6
